order_id,order_date,order_month,customer_id,category_id,region,channel,units,revenue,cost,profit,margin_rate,discount_rate,fulfillment_days
O000239,2024-01-19,2024-01,C00696,CAT001,West,Marketplace,2,450.37,332.77,117.6,0.2611,0.224,1
O000240,2024-01-12,2024-01,C01118,CAT005,South,Retail Store,3,361.63,240.16,121.47,0.3359,0.097,3
O000241,2024-01-03,2024-01,C00994,CAT004,South,Online,3,333.21,222.73,110.48,0.3316,0.049,7
O000242,2024-01-27,2024-01,C00414,CAT005,Northeast,Retail Store,4,453.74,299.62,154.12,0.3397,0.067,2
O000243,2024-01-24,2024-01,C00098,CAT002,West,Retail Store,2,312.49,207.36,105.13,0.3364,0.005,4
O000244,2024-01-06,2024-01,C00520,CAT004,West,Marketplace,3,284.29,181.07,103.22,0.3631,0.181,1
O000245,2024-01-24,2024-01,C00647,CAT002,Midwest,Retail Store,3,446.81,300.47,146.34,0.3275,0.135,3
O000246,2024-01-22,2024-01,C00598,CAT005,Northeast,Marketplace,3,367.14,256.82,110.32,0.3005,0.15,2
O000247,2024-01-26,2024-01,C00037,CAT002,Northeast,Online,3,449.19,294.04,155.15,0.3454,0.086,4
O000248,2024-01-05,2024-01,C00827,CAT001,Midwest,Marketplace,1,231.4,173.05,58.35,0.2522,0.14,1
O000249,2024-01-20,2024-01,C00121,CAT002,West,Retail Store,3,392.59,265.92,126.67,0.3227,0.048,3
O000250,2024-01-09,2024-01,C00535,CAT004,Northeast,Retail Store,1,90.93,59.43,31.5,0.3464,0.041,5
O000251,2024-01-02,2024-01,C01004,CAT005,West,Online,1,136.81,94.64,42.17,0.3082,0.065,6
O000252,2024-01-04,2024-01,C00915,CAT003,West,Marketplace,2,268.84,167.91,100.93,0.3754,0.194,1
O000253,2024-01-26,2024-01,C00818,CAT004,South,Online,2,174.97,116.2,58.77,0.3359,0.028,3
O000254,2024-01-08,2024-01,C00026,CAT005,Northeast,Retail Store,3,370.6,262.53,108.07,0.2916,0.103,4
O000255,2024-01-23,2024-01,C00542,CAT001,Midwest,Marketplace,4,1038.28,761.82,276.46,0.2663,0.16,3
O000256,2024-01-26,2024-01,C00498,CAT005,Northeast,Retail Store,1,110.85,75.69,35.16,0.3172,0.112,5
O000257,2024-01-21,2024-01,C00796,CAT001,South,Marketplace,2,478.33,356.53,121.8,0.2546,0.14,4
O000258,2024-01-06,2024-01,C01151,CAT003,South,Retail Store,3,472.04,283.16,188.88,0.4001,0.094,1
O000259,2024-01-17,2024-01,C00737,CAT003,South,Marketplace,3,454.62,283.36,171.26,0.3767,0.18,2
O000260,2024-01-01,2024-01,C00581,CAT003,Midwest,Retail Store,4,589.85,356.5,233.35,0.3956,0.146,2
O000261,2024-01-17,2024-01,C00516,CAT003,Midwest,Retail Store,2,324.23,199.13,125.1,0.3858,0.103,5
O000262,2024-01-04,2024-01,C00746,CAT002,Midwest,Online,1,143.3,94.54,48.76,0.3403,0.038,7
O000263,2024-01-03,2024-01,C00546,CAT002,West,Online,3,456.65,304.43,152.22,0.3333,0.093,5
O000264,2024-01-17,2024-01,C00635,CAT001,South,Online,2,470.29,341.29,129,0.2743,0.151,3
O000265,2024-01-21,2024-01,C00738,CAT005,Northeast,Online,1,92.97,62.75,30.22,0.3251,0.091,7
O000266,2024-01-27,2024-01,C00648,CAT005,South,Marketplace,2,223.45,149.49,73.96,0.331,0.138,5
O000267,2024-01-10,2024-01,C00124,CAT005,Midwest,Online,1,101.09,67.01,34.08,0.3371,0.095,6
O000268,2024-01-13,2024-01,C00349,CAT002,West,Marketplace,1,142.53,93.91,48.62,0.3411,0.173,1
O000269,2024-01-09,2024-01,C00018,CAT001,Midwest,Retail Store,3,593.68,432.37,161.31,0.2717,0.13,1
O000270,2024-01-15,2024-01,C00737,CAT002,South,Online,1,159.67,103.88,55.79,0.3494,0.058,4
O000271,2024-01-15,2024-01,C00821,CAT003,South,Retail Store,1,177.66,106.4,71.26,0.4011,0.013,5
O000272,2024-01-07,2024-01,C00575,CAT004,West,Online,1,100.7,65.52,35.18,0.3494,0.062,4
O000273,2024-01-16,2024-01,C00068,CAT003,Midwest,Marketplace,1,115.7,70.8,44.9,0.3881,0.228,2
O000274,2024-01-13,2024-01,C00964,CAT003,South,Marketplace,1,137.19,83.25,53.94,0.3932,0.194,3
O000275,2024-01-19,2024-01,C00003,CAT003,Northeast,Retail Store,2,389.62,228.97,160.65,0.4123,0.058,1
O000276,2024-01-27,2024-01,C00420,CAT004,West,Retail Store,3,245.65,156.19,89.46,0.3642,0.145,4
O000277,2024-01-01,2024-01,C00746,CAT003,Midwest,Retail Store,1,171.84,105.61,66.23,0.3854,0.132,2
O000278,2024-01-10,2024-01,C00582,CAT003,Midwest,Marketplace,3,483.26,295.21,188.05,0.3891,0.191,4
O000279,2024-01-08,2024-01,C00648,CAT002,South,Online,2,264.29,173.73,90.56,0.3427,0.102,3
O000280,2024-01-01,2024-01,C00046,CAT002,Midwest,Marketplace,2,201.34,135.47,65.87,0.3272,0.227,4
O000281,2024-01-27,2024-01,C01098,CAT005,Northeast,Marketplace,2,165.39,109.67,55.72,0.3369,0.209,3
O000282,2024-01-19,2024-01,C00667,CAT005,South,Marketplace,2,211.26,148.18,63.08,0.2986,0.147,5
O000283,2024-01-10,2024-01,C00229,CAT005,South,Online,1,131.42,88.34,43.08,0.3278,0.068,6
O000284,2024-01-09,2024-01,C00105,CAT001,Northeast,Retail Store,2,558.67,424.25,134.42,0.2406,0.093,2
O000285,2024-01-17,2024-01,C00578,CAT004,Midwest,Marketplace,3,279.71,185.56,94.15,0.3366,0.144,4
O000286,2024-01-24,2024-01,C01030,CAT002,South,Online,4,450.31,306.71,143.6,0.3189,0.15,3
O000287,2024-01-08,2024-01,C00843,CAT003,South,Online,3,580.5,347.77,232.73,0.4009,0.087,6
O000288,2024-01-15,2024-01,C01098,CAT005,Northeast,Marketplace,1,124.39,83.63,40.76,0.3277,0.138,2
O000289,2024-01-06,2024-01,C00151,CAT005,South,Online,4,388.34,275.28,113.06,0.2911,0.069,8
O000290,2024-01-22,2024-01,C00319,CAT002,Midwest,Retail Store,1,124.55,83.82,40.73,0.327,0.156,3
O000291,2024-01-22,2024-01,C00533,CAT004,South,Retail Store,2,215.78,139.45,76.33,0.3537,0.065,3
O000292,2024-01-09,2024-01,C00371,CAT005,South,Marketplace,3,265.89,177.01,88.88,0.3343,0.187,1
O000293,2024-01-01,2024-01,C00240,CAT005,South,Retail Store,1,95.34,67.59,27.75,0.2911,0.151,1
O000294,2024-01-27,2024-01,C00914,CAT002,Northeast,Online,2,316.61,215,101.61,0.3209,0.023,2
O000295,2024-01-27,2024-01,C00292,CAT001,South,Online,2,556.96,421,135.96,0.2441,0.112,4
O000296,2024-01-02,2024-01,C00936,CAT005,Northeast,Retail Store,3,324.45,224.89,99.56,0.3069,0.154,1
O000297,2024-01-01,2024-01,C00155,CAT004,Northeast,Retail Store,3,276.38,174.66,101.72,0.368,0.027,5
O000298,2024-01-24,2024-01,C00438,CAT005,Northeast,Online,4,501.26,353.51,147.75,0.2948,0.102,3
O000299,2024-01-06,2024-01,C01115,CAT005,West,Marketplace,3,282.74,199.61,83.13,0.294,0.209,1
O000300,2024-01-07,2024-01,C00039,CAT003,Midwest,Online,3,540.66,321.83,218.83,0.4047,0.082,4
O000301,2024-01-07,2024-01,C01031,CAT002,West,Marketplace,4,513.04,338.94,174.1,0.3393,0.182,4
O000302,2024-01-20,2024-01,C00548,CAT004,South,Marketplace,3,280.57,175.37,105.2,0.375,0.142,5
O000303,2024-01-12,2024-01,C01030,CAT001,South,Online,1,285.14,203.42,81.72,0.2866,0.038,3
O000304,2024-01-05,2024-01,C00058,CAT003,Midwest,Marketplace,1,126.97,79.77,47.2,0.3717,0.178,4
O000305,2024-01-16,2024-01,C00508,CAT005,West,Retail Store,3,428.53,285.92,142.61,0.3328,0.001,1
O000306,2024-01-04,2024-01,C00096,CAT004,South,Marketplace,2,193.89,127.74,66.15,0.3412,0.147,1
O000307,2024-01-08,2024-01,C00977,CAT004,Midwest,Marketplace,3,247.17,162.15,85.02,0.344,0.141,4
O000308,2024-01-01,2024-01,C00176,CAT003,West,Marketplace,4,552.38,340.43,211.95,0.3837,0.228,1
O000309,2024-01-27,2024-01,C00248,CAT003,Midwest,Online,3,409.21,248.01,161.2,0.3939,0.092,7
O000310,2024-01-25,2024-01,C00830,CAT002,West,Marketplace,3,444.75,294.33,150.42,0.3382,0.146,3
O000311,2024-01-09,2024-01,C00393,CAT002,West,Online,3,407.28,277.82,129.46,0.3179,0.158,2
O000312,2024-01-03,2024-01,C00551,CAT003,South,Online,1,153.08,93.67,59.41,0.3881,0.019,7
O000313,2024-01-11,2024-01,C00477,CAT005,West,Online,3,389.76,262.33,127.43,0.3269,0.003,7
O000314,2024-01-25,2024-01,C01049,CAT005,Northeast,Retail Store,2,234.33,158.58,75.75,0.3233,0.03,3
O000315,2024-01-15,2024-01,C00095,CAT002,Northeast,Marketplace,1,128.95,82.76,46.19,0.3582,0.206,2
O000316,2024-01-06,2024-01,C00523,CAT001,Midwest,Retail Store,4,943.08,699.97,243.11,0.2578,0.127,5
O000317,2024-01-20,2024-01,C00394,CAT005,Midwest,Retail Store,2,244.87,165.93,78.94,0.3224,0.068,2
O000318,2024-01-11,2024-01,C00875,CAT004,West,Retail Store,1,84.76,53.26,31.5,0.3716,0.062,2
O000319,2024-01-23,2024-01,C00168,CAT003,Midwest,Retail Store,3,616.33,383.69,232.64,0.3775,0.016,3
O000320,2024-01-08,2024-01,C00471,CAT001,South,Marketplace,2,427.34,315.85,111.49,0.2609,0.23,4
O000321,2024-01-11,2024-01,C00553,CAT001,West,Marketplace,2,368.01,273.38,94.63,0.2571,0.225,3
O000322,2024-01-13,2024-01,C00769,CAT001,West,Retail Store,2,514.18,373.85,140.33,0.2729,0.051,4
O000323,2024-01-04,2024-01,C00548,CAT004,South,Marketplace,1,69.58,45.05,24.53,0.3525,0.17,4
O000324,2024-01-13,2024-01,C00276,CAT002,South,Marketplace,1,115.64,74.52,41.12,0.3556,0.189,5
O000325,2024-01-24,2024-01,C00859,CAT005,South,Retail Store,2,233.12,158.51,74.61,0.32,0.046,5
O000326,2024-01-17,2024-01,C00485,CAT002,South,Online,2,317.07,205.24,111.83,0.3527,0.011,4
O000327,2024-01-18,2024-01,C01127,CAT004,Midwest,Retail Store,3,275.34,182.28,93.06,0.338,0.052,4
O000328,2024-01-12,2024-01,C01198,CAT004,Northeast,Retail Store,1,100.32,66.91,33.41,0.333,0.023,4
O000329,2024-01-23,2024-01,C01178,CAT005,West,Online,2,248.93,174.89,74.04,0.2974,0.126,7
O000330,2024-01-21,2024-01,C00331,CAT002,Northeast,Online,4,631.3,416.94,214.36,0.3396,0.006,7
O000331,2024-01-09,2024-01,C00228,CAT003,South,Online,2,402.43,235.18,167.25,0.4156,0.046,6
O000332,2024-01-13,2024-01,C00987,CAT003,Northeast,Retail Store,2,285.55,167.91,117.64,0.412,0.055,1
O000333,2024-01-10,2024-01,C00943,CAT003,Northeast,Retail Store,2,349,209.16,139.84,0.4007,0.023,3
O000334,2024-01-25,2024-01,C00390,CAT001,West,Marketplace,3,534.74,397.13,137.61,0.2573,0.198,2
O000335,2024-01-03,2024-01,C00110,CAT005,Northeast,Online,4,470.1,323.65,146.45,0.3115,0.117,6
O000336,2024-01-09,2024-01,C00202,CAT005,Northeast,Marketplace,1,104.34,69.45,34.89,0.3344,0.174,2
O000337,2024-01-18,2024-01,C00035,CAT003,Northeast,Retail Store,3,443.9,271.19,172.71,0.3891,0.033,5
O000338,2024-01-26,2024-01,C00109,CAT001,Midwest,Online,4,840.09,611.47,228.62,0.2721,0.066,7
O000339,2024-01-12,2024-01,C00268,CAT005,South,Retail Store,4,423.6,280.76,142.84,0.3372,0.063,3
O000340,2024-01-22,2024-01,C00614,CAT005,Midwest,Retail Store,2,212.32,143.82,68.5,0.3226,0.035,1
O000341,2024-01-08,2024-01,C01071,CAT003,Northeast,Marketplace,4,679,408.46,270.54,0.3984,0.208,1
O000342,2024-01-06,2024-01,C00981,CAT005,West,Retail Store,1,103.45,69.95,33.5,0.3238,0.151,5
O000343,2024-01-02,2024-01,C00310,CAT002,Midwest,Marketplace,2,262.58,168.46,94.12,0.3584,0.135,2
O000344,2024-01-05,2024-01,C00910,CAT001,South,Online,1,193.18,140.02,53.16,0.2752,0.129,4
O000345,2024-01-15,2024-01,C00293,CAT001,Midwest,Marketplace,4,709.79,538.09,171.7,0.2419,0.212,4
O000346,2024-01-21,2024-01,C00143,CAT001,West,Retail Store,2,443.27,328.05,115.22,0.2599,0.111,3
O000347,2024-01-26,2024-01,C00954,CAT005,Northeast,Online,1,105.4,72.48,32.92,0.3123,0.091,8
O000348,2024-01-25,2024-01,C00071,CAT004,West,Online,4,422.03,264.37,157.66,0.3736,0.076,8
O000349,2024-01-05,2024-01,C01082,CAT004,South,Marketplace,1,86.94,54.33,32.61,0.3751,0.171,1
O000350,2024-01-07,2024-01,C01152,CAT003,South,Retail Store,3,528.95,315.57,213.38,0.4034,0.101,5
O000351,2024-01-21,2024-01,C00994,CAT004,South,Marketplace,2,143.16,91.8,51.36,0.3588,0.131,1
O000352,2024-01-17,2024-01,C00941,CAT004,Midwest,Marketplace,1,76.14,51,25.14,0.3302,0.145,1
O000353,2024-01-24,2024-01,C00829,CAT005,West,Online,3,398.54,270.88,127.66,0.3203,0.027,8
O000354,2024-01-07,2024-01,C00069,CAT003,West,Retail Store,4,608.53,363.3,245.23,0.403,0.007,4
O000355,2024-01-21,2024-01,C00463,CAT005,West,Retail Store,3,319.44,218.38,101.06,0.3164,0.071,2
O000356,2024-01-17,2024-01,C00856,CAT003,Midwest,Retail Store,2,406.3,251.72,154.58,0.3805,0.055,2
O000357,2024-01-26,2024-01,C00975,CAT001,Midwest,Retail Store,1,261.01,198.26,62.75,0.2404,0.023,5
O000358,2024-01-17,2024-01,C00685,CAT002,South,Marketplace,2,246.51,168.15,78.36,0.3179,0.214,2
O000359,2024-01-26,2024-01,C00837,CAT003,South,Retail Store,1,184.49,107.57,76.92,0.4169,0.123,3
O000360,2024-01-23,2024-01,C00107,CAT002,West,Retail Store,4,558.12,363.18,194.94,0.3493,0.095,4
O000361,2024-01-02,2024-01,C00948,CAT002,West,Marketplace,3,401.81,267.71,134.1,0.3337,0.188,5
O000362,2024-01-03,2024-01,C01150,CAT004,Midwest,Retail Store,4,334.78,216.12,118.66,0.3544,0.092,5
O000363,2024-01-22,2024-01,C01115,CAT005,West,Marketplace,2,206.96,144.44,62.52,0.3021,0.131,2
O000364,2024-01-24,2024-01,C00469,CAT005,Midwest,Retail Store,4,531.65,360.06,171.59,0.3227,0.038,3
O000365,2024-01-03,2024-01,C00700,CAT005,West,Marketplace,4,368.96,245.56,123.4,0.3345,0.196,5
O000366,2024-01-03,2024-01,C00670,CAT003,Northeast,Online,4,695.45,437.19,258.26,0.3714,0.125,8
O000367,2024-01-18,2024-01,C01147,CAT004,Midwest,Retail Store,4,281.59,181.55,100.04,0.3553,0.157,3
O000368,2024-01-07,2024-01,C00738,CAT003,Northeast,Retail Store,4,663.43,402.28,261.15,0.3936,0.118,2
O000369,2024-01-22,2024-01,C00788,CAT001,West,Marketplace,1,225.07,169.85,55.22,0.2453,0.229,4
O000370,2024-01-24,2024-01,C00750,CAT004,South,Retail Store,4,383.68,239.33,144.35,0.3762,0.128,4
O000371,2024-01-09,2024-01,C00789,CAT002,West,Retail Store,4,557.96,375.56,182.4,0.3269,0.016,5
O000372,2024-01-26,2024-01,C00088,CAT003,West,Marketplace,1,149.6,91.54,58.06,0.3881,0.183,3
O000373,2024-01-13,2024-01,C00895,CAT004,South,Online,1,80.3,50.72,29.58,0.3684,0.129,4
O000374,2024-01-15,2024-01,C00526,CAT004,West,Retail Store,2,197.37,125.76,71.61,0.3628,0.116,4
O000375,2024-01-18,2024-01,C00715,CAT003,Midwest,Marketplace,3,515.17,318.61,196.56,0.3815,0.168,2
O000376,2024-01-04,2024-01,C00945,CAT001,Midwest,Marketplace,4,1013.46,727.09,286.37,0.2826,0.143,1
O000377,2024-01-06,2024-01,C00477,CAT004,West,Retail Store,4,297.58,186.66,110.92,0.3727,0.153,4
O000378,2024-01-25,2024-01,C00198,CAT004,Northeast,Retail Store,4,366.51,233.27,133.24,0.3635,0.111,4
O000379,2024-01-06,2024-01,C01006,CAT001,Midwest,Retail Store,4,851.68,646.7,204.98,0.2407,0.052,1
O000380,2024-01-07,2024-01,C00808,CAT001,South,Retail Store,2,567.3,424.09,143.21,0.2524,0.104,2
O000381,2024-01-26,2024-01,C00539,CAT004,South,Online,1,98.96,62.79,36.17,0.3655,0.139,7
O000382,2024-01-25,2024-01,C00704,CAT005,Midwest,Marketplace,1,112.36,76.35,36.01,0.3205,0.203,2
O000383,2024-01-23,2024-01,C00802,CAT001,West,Online,1,220.27,166.37,53.9,0.2447,0.024,3
O000384,2024-01-21,2024-01,C00735,CAT005,Midwest,Marketplace,4,414.33,274.69,139.64,0.337,0.186,5
O000385,2024-01-01,2024-01,C00573,CAT005,Midwest,Marketplace,4,441.82,312.66,129.16,0.2923,0.176,3
O000386,2024-01-27,2024-01,C00500,CAT004,South,Marketplace,3,286.57,190.71,95.86,0.3345,0.152,2
O000387,2024-01-02,2024-01,C00572,CAT003,West,Online,3,545.84,320.63,225.21,0.4126,0.136,8
O000388,2024-01-15,2024-01,C00506,CAT001,Northeast,Online,1,247.67,176.21,71.46,0.2885,0.148,5
O000389,2024-01-21,2024-01,C00812,CAT001,Midwest,Online,2,482.32,362.84,119.48,0.2477,0.152,1
O000390,2024-01-15,2024-01,C00367,CAT001,Northeast,Retail Store,4,1224.73,884.38,340.35,0.2779,0.029,1
O000391,2024-01-07,2024-01,C00920,CAT002,South,Marketplace,3,450.33,302.94,147.39,0.3273,0.144,3
O000392,2024-01-14,2024-01,C00319,CAT004,Midwest,Retail Store,2,193.48,125.81,67.67,0.3498,0.083,3
O000393,2024-01-03,2024-01,C00003,CAT005,Northeast,Marketplace,1,119.21,80.49,38.72,0.3248,0.134,5
O000394,2024-01-10,2024-01,C01112,CAT002,West,Marketplace,1,136.15,92.58,43.57,0.32,0.135,2
O000395,2024-01-09,2024-01,C00247,CAT005,Northeast,Online,2,251.76,172.79,78.97,0.3137,0.025,5
O000396,2024-01-26,2024-01,C00367,CAT004,Northeast,Marketplace,1,83.01,51.53,31.48,0.3792,0.171,5
O000397,2024-01-17,2024-01,C01199,CAT001,West,Online,1,231.84,167.07,64.77,0.2794,0.107,7
O000398,2024-01-26,2024-01,C00211,CAT002,Midwest,Marketplace,3,317.16,209.86,107.3,0.3383,0.16,1
O000399,2024-01-15,2024-01,C00509,CAT005,Northeast,Online,3,281.34,188.42,92.92,0.3303,0.11,6
O000400,2024-01-18,2024-01,C00595,CAT002,Midwest,Online,3,365.42,244.25,121.17,0.3316,0.073,3
O000401,2024-01-25,2024-01,C00781,CAT002,South,Marketplace,4,579.05,385.52,193.53,0.3342,0.137,1
O000402,2024-01-03,2024-01,C00004,CAT001,Midwest,Online,1,227.91,164.7,63.21,0.2773,0.083,6
O000403,2024-01-22,2024-01,C00059,CAT005,Northeast,Marketplace,4,443.01,298.86,144.15,0.3254,0.171,5
O000404,2024-01-23,2024-01,C01093,CAT002,West,Retail Store,4,460.04,301.77,158.27,0.344,0.069,1
O000405,2024-01-25,2024-01,C00663,CAT002,South,Online,3,401.02,262.1,138.92,0.3464,0.019,1
O000406,2024-01-04,2024-01,C00272,CAT001,Northeast,Online,2,470.89,357.73,113.16,0.2403,0.023,6
O000407,2024-01-27,2024-01,C00225,CAT005,Midwest,Online,3,312.07,219.49,92.58,0.2967,0.073,2
O000408,2024-01-08,2024-01,C00517,CAT004,Midwest,Marketplace,1,92.68,60.25,32.43,0.3499,0.161,5
O000409,2024-01-19,2024-01,C00850,CAT001,West,Online,1,214.45,160.56,53.89,0.2513,0.118,4
O000410,2024-01-18,2024-01,C00796,CAT003,South,Retail Store,3,424.45,263.43,161.02,0.3794,0.094,4
O000411,2024-01-11,2024-01,C01098,CAT005,Northeast,Online,2,239.09,168.48,70.61,0.2953,0.08,8
O000412,2024-01-01,2024-01,C00111,CAT001,South,Marketplace,1,248.63,177.44,71.19,0.2863,0.212,4
O000413,2024-01-08,2024-01,C01027,CAT003,Midwest,Online,2,379.75,223.35,156.4,0.4118,0.068,5
O000414,2024-01-09,2024-01,C00750,CAT004,South,Marketplace,2,167.14,106.49,60.65,0.3629,0.197,4
O000415,2024-01-24,2024-01,C00980,CAT001,South,Retail Store,3,787.96,598.73,189.23,0.2402,0.031,5
O000416,2024-01-19,2024-01,C00071,CAT004,West,Marketplace,2,182.5,118.08,64.42,0.353,0.186,4
O000417,2024-01-13,2024-01,C00368,CAT001,Northeast,Retail Store,1,289.79,209.89,79.9,0.2757,0.043,4
O000418,2024-01-13,2024-01,C00243,CAT004,West,Retail Store,4,337.7,218.15,119.55,0.354,0.001,3
O000419,2024-01-25,2024-01,C00971,CAT002,West,Online,4,451.38,292.32,159.06,0.3524,0.127,4
O000420,2024-01-22,2024-01,C00823,CAT002,Midwest,Retail Store,4,504.19,326.35,177.84,0.3527,0.149,3
O000421,2024-01-13,2024-01,C00153,CAT001,South,Marketplace,1,189.91,139.06,50.85,0.2678,0.218,1
O000422,2024-01-26,2024-01,C00206,CAT005,South,Marketplace,1,104.18,72.83,31.35,0.3009,0.203,1
O000423,2024-01-21,2024-01,C00634,CAT005,West,Online,4,381.26,267.82,113.44,0.2975,0.126,1
O000424,2024-01-11,2024-01,C00699,CAT005,Northeast,Online,2,211.13,145.82,65.31,0.3093,0.027,2
O000425,2024-01-17,2024-01,C00268,CAT003,South,Marketplace,4,538.84,339.33,199.51,0.3703,0.145,3
O000426,2024-01-24,2024-01,C00408,CAT003,South,Online,4,607.17,367.9,239.27,0.3941,0.144,5
O000427,2024-01-15,2024-01,C00205,CAT001,Midwest,Retail Store,4,1195.29,856.05,339.24,0.2838,0.046,3
O000428,2024-01-26,2024-01,C00301,CAT002,South,Retail Store,4,631.8,411.56,220.24,0.3486,0.087,2
O000429,2024-01-24,2024-01,C01123,CAT004,West,Marketplace,4,316.2,207.68,108.52,0.3432,0.144,4
O000430,2024-01-06,2024-01,C00543,CAT005,South,Marketplace,2,227.17,157.61,69.56,0.3062,0.166,5
O000431,2024-01-14,2024-01,C00517,CAT004,Midwest,Retail Store,2,222.13,147.93,74.2,0.334,0.04,3
O000432,2024-01-16,2024-01,C00146,CAT004,Northeast,Retail Store,3,269.69,176.03,93.66,0.3473,0.11,5
O000433,2024-01-24,2024-01,C00993,CAT003,Midwest,Marketplace,3,350.6,211.71,138.89,0.3961,0.225,5
O000434,2024-01-12,2024-01,C00770,CAT004,West,Retail Store,2,163.9,109.25,54.65,0.3334,0.086,4
O000435,2024-01-07,2024-01,C00285,CAT004,Northeast,Online,3,317.78,202.15,115.63,0.3639,0.088,5
O000436,2024-01-14,2024-01,C00968,CAT005,Midwest,Marketplace,2,234.86,165.83,69.03,0.2939,0.186,3
O000437,2024-01-06,2024-01,C01124,CAT005,Midwest,Marketplace,1,109.69,76.34,33.35,0.304,0.203,3
O000438,2024-01-24,2024-01,C00583,CAT003,Midwest,Online,3,496.56,294.09,202.47,0.4077,0.064,7
O000439,2024-01-19,2024-01,C00625,CAT004,Northeast,Marketplace,3,248.21,154.31,93.9,0.3783,0.197,4
O000440,2024-01-22,2024-01,C00070,CAT001,South,Online,2,527.92,398.61,129.31,0.2449,0.111,4
O000441,2024-01-17,2024-01,C00604,CAT004,Northeast,Online,3,299.67,188.05,111.62,0.3725,0.04,2
O000442,2024-01-02,2024-01,C00364,CAT001,Midwest,Online,1,272.3,206.6,65.7,0.2413,0.07,1
O000443,2024-01-19,2024-01,C00840,CAT002,Midwest,Retail Store,1,125.19,81.73,43.46,0.3472,0.088,2
O000444,2024-01-07,2024-01,C00207,CAT003,South,Retail Store,1,209.33,127.87,81.46,0.3891,0.016,1
O000445,2024-01-08,2024-01,C00550,CAT002,West,Retail Store,2,253.86,174.27,79.59,0.3135,0,2
O000446,2024-01-10,2024-01,C00809,CAT005,West,Online,3,384.05,267.12,116.93,0.3045,0.052,3
O000447,2024-01-03,2024-01,C00303,CAT002,Northeast,Online,1,126.93,81.97,44.96,0.3542,0.001,1
O000448,2024-01-13,2024-01,C00362,CAT001,South,Online,2,413.59,302.47,111.12,0.2687,0.11,4
O000449,2024-01-11,2024-01,C00357,CAT005,West,Retail Store,1,101.05,71.15,29.9,0.2959,0.038,3
O000450,2024-01-27,2024-01,C00337,CAT002,Northeast,Online,1,159.26,107.59,51.67,0.3244,0.049,1
O000451,2024-01-20,2024-01,C00340,CAT003,Northeast,Marketplace,2,275.2,165.54,109.66,0.3985,0.22,3
O000452,2024-01-18,2024-01,C00273,CAT003,South,Online,4,695.68,404.68,291,0.4183,0.128,1
O000453,2024-01-27,2024-01,C00374,CAT005,West,Online,2,211.71,147.84,63.87,0.3017,0.119,8
O000454,2024-01-04,2024-01,C00943,CAT003,Northeast,Retail Store,4,546.95,342.29,204.66,0.3742,0.106,1
O000455,2024-01-23,2024-01,C00211,CAT004,Midwest,Retail Store,2,180.69,117.41,63.28,0.3502,0.002,5
O000456,2024-01-01,2024-01,C00911,CAT004,South,Online,2,160,104.6,55.4,0.3463,0.134,4
O000457,2024-01-22,2024-01,C00832,CAT001,West,Online,2,627.4,446.7,180.7,0.288,0.008,8
O000458,2024-01-25,2024-01,C01129,CAT003,South,Online,4,617.22,379.33,237.89,0.3854,0.076,3
O000459,2024-01-17,2024-01,C00945,CAT002,Midwest,Marketplace,3,393.54,261.52,132.02,0.3355,0.187,5
O000460,2024-01-23,2024-01,C00598,CAT001,Northeast,Online,1,257.04,193.26,63.78,0.2481,0.058,7
O000461,2024-01-13,2024-01,C00682,CAT004,Northeast,Retail Store,4,332.7,216.74,115.96,0.3485,0.119,3
O000462,2024-01-27,2024-01,C00151,CAT005,South,Retail Store,2,211.66,140.92,70.74,0.3342,0.142,2
O000463,2024-01-14,2024-01,C00041,CAT003,South,Retail Store,1,195.05,114.96,80.09,0.4106,0.012,1
O000464,2024-01-23,2024-01,C00842,CAT005,West,Marketplace,3,345.62,228.63,116.99,0.3385,0.168,1
O000465,2024-01-14,2024-01,C00636,CAT002,Northeast,Retail Store,2,307.71,206.36,101.35,0.3294,0.113,3
O000466,2024-01-17,2024-01,C00410,CAT003,South,Marketplace,2,296.11,178.04,118.07,0.3987,0.198,5
O000467,2024-01-19,2024-01,C00658,CAT002,South,Retail Store,4,531.88,351.91,179.97,0.3384,0.14,3
O000468,2024-01-02,2024-01,C01195,CAT002,Northeast,Retail Store,2,335.17,216.91,118.26,0.3528,0.048,4
O000469,2024-01-11,2024-01,C01199,CAT004,West,Online,1,84.48,55.55,28.93,0.3424,0.088,2
O000470,2024-01-27,2024-01,C00041,CAT001,South,Online,3,761.11,571.73,189.38,0.2488,0.058,5
